"Busan","Female (Person)",1682880,35319,56312,65420,62672,82372,96966,98335,90590,121422,114826,137569,138450,153707,144008,103374,76767,58619,31782,11160,2840,370,1681786,35198,55906,65544,62557,81986,96683,98405,90416,120850,114872,137185,138618,153362,144230,103561,77378,58754,31881,11200,2834,366,1680615,34995,55536,65626,62590,81571,96286,98530,90148,120263,114885,136869,138687,152906,144690,103869,77706,58921,32050,11286,2829,372,1788115,64091,64395,89822,109704,109926,119872,132335,130836,152337,148810,175787,142537,105268,79853,68053,46756,28568,13063,4090,1162,850,1784005,64592,64022,83884,106253,110969,111181,132831,126819,149037,145578,174980,148386,110332,81429,73504,49198,29950,14342,4594,1197,927,1780635,64785,63368,79061,102842,112004,105155,132954,120828,146079,147148,170215,154875,112979,85898,76166,51999,31152,15721,5185,1203,1018,1778984,65624,62500,74741,98568,112672,103335,126083,121138,142132,148210,163316,162065,116973,90783,77123,55371,33192,17237,5588,1234,1099,1778207,65578,64212,68783,95221,114218,101489,118138,123409,137360,148012,155099,164661,128502,96842,75853,58154,35852,18236,6071,1348,1169,1772922,64087,65789,64905,90254,112070,103106,109072,127271,129915,150663,145123,169090,136407,100885,75385,61700,38336,19524,6544,1551,1245,1761145,60112,65696,64251,84017,108925,104872,101169,127397,125285,147283,141717,167736,141565,105486,77133,66830,40620,20631,7397,1736,1287,1749032,56848,65405,63249,78908,105414,105568,95364,127302,118540,143775,143236,163259,147579,107955,81393,69269,43146,21492,8075,1939,1316,1738424,52601,65793,62154,74299,101858,105562,93394,119860,118130,139323,144088,156890,154528,111693,86112,70323,46300,23143,8899,2073,1401,1730946,47502,65681,63498,67958,99452,107018,92361,112356,119730,134130,143717,149128,157190,122846,91744,69349,48736,25340,9467,2276,1467,1711336,42755,64112,64886,64140,94834,105345,94194,103159,122810,126072,145555,138910,160581,129383,94891,68545,51694,27003,10005,2122,340,1697897,39615,60909,65289,63909,88808,102579,96506,96366,123520,121565,142391,135868,159775,134190,99088,70194,56095,28318,10223,2356,333,1687931,36718,57996,65176,63081,84375,99220,97648,91702,124305,115591,139354,137901,155961,140500,101659,74492,58188,30306,10724,2664,370
"Daegu","Population (Person)",2367183,55873,90032,106656,106022,129189,145013,147864,133323,174674,175213,212099,207612,204510,166456,116886,82731,65382,34149,11103,2136,260,2366660,55705,89536,106802,105866,128626,144737,147991,133484,173896,175112,211427,208234,204488,166968,117002,83519,65408,34325,11137,2141,256,2366033,55489,89123,106863,105644,128129,144362,148158,133630,173050,175007,211041,208398,204199,168027,117290,84087,65358,34510,11222,2186,260,2507271,103704,112610,161836,189316,167696,164681,183726,202908,234322,220174,220394,165471,120395,89457,76974,51513,26341,11078,3476,825,374,2505644,103360,111483,150583,185785,172734,153239,183874,194420,232063,218113,225835,172285,127718,89825,83681,54550,28719,12212,3868,880,417,2501588,102513,108592,142330,180415,176322,146225,183825,183694,226719,224025,227212,179790,130680,94589,86649,58111,30873,13332,4326,906,460,2493264,102401,106123,133135,173961,178621,145315,173067,180170,220367,225721,222925,192756,135165,100243,86765,61803,34151,14454,4627,993,501,2487829,101327,106788,121338,168252,181783,144972,163062,179571,212572,226102,219409,200244,146287,107406,84843,64041,37722,15560,4909,1098,543,2484557,99198,107838,114049,160078,180631,149296,152640,181128,202133,229689,212076,210139,156761,113421,82739,67796,40861,17073,5237,1183,591,2475231,93774,107269,112974,148782,177257,154955,142938,181077,193535,227611,210111,214566,162923,119995,83333,73961,43499,18958,5795,1303,615,2461769,89103,105850,109363,140309,171726,159119,137036,180942,182292,221978,215395,215748,169974,122776,87824,76762,46544,20525,6423,1452,628,2438031,82807,105505,106587,130611,164143,159498,135805,170181,178142,215245,216711,211538,181981,126816,93006,77106,50027,23031,7092,1521,678,2418346,74200,104026,106632,119266,159933,161601,134656,159654,176720,207119,217091,208388,188566,137391,99674,75602,52111,25554,7739,1690,733,2385412,66357,101466,107087,111450,150657,158264,136780,148085,176972,195583,219286,200158,196207,146084,104441,73387,55039,27742,8479,1643,245,2363691,61222,96508,106717,110815,140917,153446,141065,138392,176933,186869,217211,197931,199967,151373,110119,74040,59850,29248,9140,1690,238,2374960,57587,92816,106303,107818,133913,148557,146165,133800,178313,177801,214573,206226,204750,161230,115122,80401,64327,32561,10471,1961,265
"Daegu","Male (Person)",1162046,28747,46126,54672,54815,67995,76289,79340,70766,86775,86733,103645,101174,98550,78848,52768,35476,25036,11154,2736,364,37,1161549,28643,45917,54699,54731,67722,76053,79374,70863,86386,86723,103282,101445,98476,79106,52856,35812,25100,11195,2761,369,36,1161164,28538,45713,54732,54622,67452,75830,79464,70943,86001,86602,103215,101449,98339,79606,52974,36129,25081,11263,2797,376,38,1251577,53691,59382,86060,103540,93449,85681,91645,100241,114841,110084,109165,80598,57837,41038,32751,19739,8012,2882,713,147,81,1249320,53476,58213,80184,100654,96567,80995,91662,96047,114180,108017,111678,84547,61288,41231,36065,21207,8987,3261,814,164,83,1246071,52756,56569,75472,97107,98210,78740,91477,91574,111115,110740,112204,88788,62552,43749,37487,22843,9929,3562,926,171,100,1241119,52556,55156,70459,92914,99330,78878,86968,89643,108526,111121,110393,94583,65083,46722,37662,24540,11395,3881,1004,198,107,1237291,51925,55305,64121,89497,100038,79479,82738,89670,104596,111657,108273,98549,69858,50332,37030,25595,13088,4128,1076,216,120,1234169,50699,55598,60128,84925,98590,81921,78731,90249,99689,112553,105270,103187,75132,52980,36574,27346,14462,4626,1156,218,135,1227814,47949,55314,59001,79061,95779,85024,74722,90321,95371,112059,103509,105156,78647,56029,36870,30353,15645,5296,1311,260,137,1219342,45564,54417,56893,74293,92086,86915,72791,90093,90716,108708,105987,105466,82680,57184,39200,31659,16905,5902,1444,294,145,1205286,42512,54081,55325,68964,87408,86786,72542,85378,88141,105935,106072,103604,87908,59414,41924,31905,18362,6942,1613,312,158,1193109,38072,53213,55186,62917,84518,87157,72434,80636,87826,101532,106658,101682,91318,63852,45093,31506,19315,7945,1727,346,176,1175632,34110,51870,55230,58660,79574,84910,73604,75848,87769,96193,106887,98482,94677,68172,47087,30992,20560,8779,1893,304,31,1162865,31425,49317,55052,57664,74695,81353,76117,71860,87795,91680,106472,96552,96333,71102,49545,31287,22804,9348,2142,297,25,1166803,29657,47504,54563,55952,70605,78356,78536,70552,88305,88093,104742,100658,98547,76550,51869,34311,24581,10493,2555,342,32
"Daegu","Female (Person)",1205137,27126,43906,51984,51207,61194,68724,68524,62557,87899,88480,108454,106438,105960,87608,64118,47255,40346,22995,8367,1772,223,1205111,27062,43619,52103,51135,60904,68684,68617,62621,87510,88389,108145,106789,106012,87862,64146,47707,40308,23130,8376,1772,220,1204869,26951,43410,52131,51022,60677,68532,68694,62687,87049,88405,107826,106949,105860,88421,64316,47958,40277,23247,8425,1810,222,1255694,50013,53228,75776,85776,74247,79000,92081,102667,119481,110090,111229,84873,62558,48419,44223,31774,18329,8196,2763,678,293,1256324,49884,53270,70399,85131,76167,72244,92212,98373,117883,110096,114157,87738,66430,48594,47616,33343,19732,8951,3054,716,334,1255517,49757,52023,66858,83308,78112,67485,92348,92120,115604,113285,115008,91002,68128,50840,49162,35268,20944,9770,3400,735,360,1252145,49845,50967,62676,81047,79291,66437,86099,90527,111841,114600,112532,98173,70082,53521,49103,37263,22756,10573,3623,795,394,1250538,49402,51483,57217,78755,81745,65493,80324,89901,107976,114445,111136,101695,76429,57074,47813,38446,24634,11432,3833,882,423,1250388,48499,52240,53921,75153,82041,67375,73909,90879,102444,117136,106806,106952,81629,60441,46165,40450,26399,12447,4081,965,456,1247417,45825,51955,53973,69721,81478,69931,68216,90756,98164,115552,106602,109410,84276,63966,46463,43608,27854,13662,4484,1043,478,1242427,43539,51433,52470,66016,79640,72204,64245,90849,91576,113270,109408,110282,87294,65592,48624,45103,29639,14623,4979,1158,483,1232745,40295,51424,51262,61647,76735,72712,63263,84803,90001,109310,110639,107934,94073,67402,51082,45201,31665,16089,5479,1209,520,1225237,36128,50813,51446,56349,75415,74444,62222,79018,88894,105587,110433,106706,97248,73539,54581,44096,32796,17609,6012,1344,557,1209780,32247,49596,51857,52790,71083,73354,63176,72237,89203,99390,112399,101676,101530,77912,57354,42395,34479,18963,6586,1339,214,1200826,29797,47191,51665,53151,66222,72093,64948,66532,89138,95189,110739,101379,103634,80271,60574,42753,37046,19900,6998,1393,213,1208157,27930,45312,51740,51866,63308,70201,67629,63248,90008,89708,109831,105568,106203,84680,63253,46090,39746,22068,7916,1619,233
"Incheon","Population (Person)",3011073,81540,117197,137583,134196,156440,201079,219903,198462,247738,230119,263942,254207,253865,197382,117918,86511,62359,34539,12567,3034,492,3012997,81550,116713,137727,134067,155972,200603,220355,198648,247187,230501,263472,254542,254277,198423,118241,87458,62409,34677,12630,3049,496,3014770,81410,116130,138048,133890,155369,200151,220834,198871,246323,230977,263018,254798,254373,199794,119055,88002,62568,34860,12739,3060,500,2801274,133367,131321,174525,206991,189666,198821,228618,239548,263866,255109,250786,168219,109909,87055,69834,47855,27090,12834,4397,1004,459,2843981,135572,133915,164769,202477,199199,190979,235263,235828,266693,251593,261252,182204,117178,89855,76637,50974,29237,13789,4897,1158,512,2879782,136253,133755,157957,196232,206436,187133,240631,228943,265472,257450,263951,200870,122228,95278,78991,54839,31163,14791,5601,1233,575,2902608,136426,133730,150242,189626,210736,187655,231902,229358,261657,259413,264765,217535,131612,101377,80098,58456,33564,16387,6058,1393,618,2925815,134903,136855,139884,184646,213377,188736,222012,233886,255538,260567,261515,232604,148387,107447,81709,60438,36796,17854,6434,1526,701,2943069,130380,139130,134173,177320,210927,195695,209170,240973,245705,266469,254636,247951,166285,108013,83667,63942,40199,19157,6799,1724,754,2948542,121874,138051,135041,166522,205824,203987,196438,243227,238671,267913,250231,256870,178869,114703,86334,70435,42704,20725,7439,1893,791,2954642,115371,135930,133618,158706,199457,210337,189376,244293,229271,265452,255057,259172,195927,119105,91638,72754,45891,22260,8069,2132,826,2957026,107557,134843,132842,150409,192590,215018,187684,233505,228917,261044,256818,259776,211475,127795,97219,73919,49187,24152,9051,2342,883,2942828,96320,132314,134503,139659,185905,215641,185893,220253,230810,253167,256870,255297,224713,143166,102525,74978,50873,26631,9854,2487,969,2948375,88754,128630,137016,134115,177952,213099,193549,208542,238044,243022,262497,248472,239252,159876,102577,76667,53953,28900,10569,2472,417,2967314,85549,123393,137327,135413,167440,209086,205370,199892,243905,237943,264855,244796,248495,171968,108880,79219,59206,30450,11119,2585,423,2997410,82753,119576,137503,134576,160257,203846,215195,197890,249834,230946,264643,251390,251944,189467,113644,84181,61416,32981,12064,2813,491
"Incheon","Male (Person)",1505177,41815,60016,70662,68840,80663,104313,115241,103097,127714,117971,133095,125146,126376,96484,56118,38844,24437,10883,2823,543,96,1505953,41823,59740,70682,68798,80427,103957,115529,103137,127388,118237,132846,125345,126565,96988,56315,39257,24484,10937,2855,547,96,1506680,41760,59449,70867,68617,80133,103704,115713,103306,126948,118448,132649,125465,126607,97661,56707,39502,24574,11043,2880,551,96,1410980,68511,67688,90598,108523,98356,102165,117371,122844,132406,130257,128923,85800,55093,41327,30121,17831,8166,3477,1181,222,120,1431593,69665,68910,85643,106084,103449,98159,120758,120789,134936,127264,133966,92667,59134,43013,33449,19489,8886,3653,1292,255,132,1448835,69971,68748,81752,102674,107632,96394,123330,118002,134639,129112,135148,102189,61461,45964,34977,21388,9716,3801,1524,264,149,1459074,69989,68703,77551,98804,110471,96676,118742,117948,133608,129484,134930,110500,66217,49231,35932,23179,10796,4235,1580,337,161,1469869,69298,70192,72078,95907,111772,97545,114055,120300,130608,130161,132755,118250,74051,52466,37130,24212,12308,4634,1584,375,188,1477671,66760,71410,69140,91834,110587,101382,107631,123778,126019,133020,128838,125974,83037,52795,38397,26061,13750,5080,1564,417,197,1479597,62386,70835,69400,86403,107773,106172,101184,125180,122133,134805,125438,130236,89227,56436,39969,29193,14977,5538,1660,460,192,1481844,59079,69810,68598,82080,104210,109881,97899,125542,117865,133916,126852,131214,97952,58430,42893,30577,16460,6061,1792,537,196,1482249,55231,69152,68212,77586,100070,113046,97170,119976,117514,132629,127339,131060,105730,62692,45761,31495,18017,6790,2007,541,231,1473943,49511,67845,69040,71985,96306,113057,96727,113298,118551,128851,127694,128343,112398,69863,48537,32331,18849,7833,2164,501,259,1476373,45744,65810,70252,69138,92148,111686,100855,107424,122456,124066,130378,124752,119674,77983,48656,33555,20295,8668,2290,459,84,1485175,43894,63161,70455,69560,86956,109212,107436,103098,125723,121354,132677,121809,124080,83736,52055,35071,22571,9364,2398,489,76,1499016,42464,61269,70591,69023,82932,105983,112672,102610,128776,118474,132902,123984,125654,92430,54153,37683,23822,10302,2716,476,100
"Incheon","Female (Person)",1505896,39725,57181,66921,65356,75777,96766,104662,95365,120024,112148,130847,129061,127489,100898,61800,47667,37922,23656,9744,2491,396,1507044,39727,56973,67045,65269,75545,96646,104826,95511,119799,112264,130626,129197,127712,101435,61926,48201,37925,23740,9775,2502,400,1508090,39650,56681,67181,65273,75236,96447,105121,95565,119375,112529,130369,129333,127766,102133,62348,48500,37994,23817,9859,2509,404,1390294,64856,63633,83927,98468,91310,96656,111247,116704,131460,124852,121863,82419,54816,45728,39713,30024,18924,9357,3216,782,339,1412388,65907,65005,79126,96393,95750,92820,114505,115039,131757,124329,127286,89537,58044,46842,43188,31485,20351,10136,3605,903,380,1430947,66282,65007,76205,93558,98804,90739,117301,110941,130833,128338,128803,98681,60767,49314,44014,33451,21447,10990,4077,969,426,1443534,66437,65027,72691,90822,100265,90979,113160,111410,128049,129929,129835,107035,65395,52146,44166,35277,22768,12152,4478,1056,457,1455946,65605,66663,67806,88739,101605,91191,107957,113586,124930,130406,128760,114354,74336,54981,44579,36226,24488,13220,4850,1151,513,1465398,63620,67720,65033,85486,100340,94313,101539,117195,119686,133449,125798,121977,83248,55218,45270,37881,26449,14077,5235,1307,557,1468945,59488,67216,65641,80119,98051,97815,95254,118047,116538,133108,124793,126634,89642,58267,46365,41242,27727,15187,5779,1433,599,1472798,56292,66120,65020,76626,95247,100456,91477,118751,111406,131536,128205,127958,97975,60675,48745,42177,29431,16199,6277,1595,630,1474777,52326,65691,64630,72823,92520,101972,90514,113529,111403,128415,129479,128716,105745,65103,51458,42424,31170,17362,7044,1801,652,1468885,46809,64469,65463,67674,89599,102584,89166,106955,112259,124316,129176,126954,112315,73303,53988,42647,32024,18798,7690,1986,710,1472002,43010,62820,66764,64977,85804,101413,92694,101118,115588,118956,132119,123720,119578,81893,53921,43112,33658,20232,8279,2013,333,1482139,41655,60232,66872,65853,80484,99874,97934,96794,118182,116589,132178,122987,124415,88232,56825,44148,36635,21086,8721,2096,347,1498394,40289,58307,66912,65553,77325,97863,102523,95280,121058,112472,131741,127406,126290,97037,59491,46498,37594,22679,9348,2337,391
"Gwangju","Population (Person)",1413606,37295,58663,72612,73616,87689,98468,91755,81918,112001,111566,127586,115396,104880,82801,56188,44681,32111,16949,5966,1264,201,1412986,37138,58356,72626,73496,87214,98283,91952,81697,111590,111473,127353,115710,104912,83268,56012,45230,32221,16984,6009,1264,198,1412063,36960,57942,72592,73352,86821,98100,92113,81623,110828,111439,127314,115784,104925,83760,56241,45356,32356,17013,6081,1270,193,1463464,72463,78350,110274,119888,97950,103093,116715,124954,133409,118440,112801,77326,61390,47795,38838,25409,14654,6603,2311,539,262,1469216,71734,77910,103494,119385,102066,95516,117306,122002,134802,119678,115124,82588,62879,48397,43021,27320,15460,7100,2591,576,267,1472910,70889,76086,97957,118116,105866,90524,117815,117030,133580,123573,116876,89325,63399,51426,43555,29172,16404,7481,2923,643,270,1475884,70060,75096,92099,115572,109635,87905,112253,115567,133944,126146,116267,96569,64949,54695,44029,30913,17714,8518,2986,667,300,1472199,68003,75697,83692,113313,112422,86264,105394,115642,129478,128571,114478,102888,69968,57380,44455,32034,19112,9234,3111,749,314,1469214,65365,75592,78816,108788,113334,88068,97913,115482,124435,131518,114620,108294,74417,58451,44765,34529,20527,9843,3277,825,355,1463770,61273,74600,78062,101745,112384,91226,90203,115319,120744,132460,115793,110142,78957,59718,45257,38487,22098,10458,3568,931,345,1459336,57971,73306,75844,96043,111295,94448,85102,115318,115246,131145,119457,111827,85148,60133,48017,38983,23763,11157,3737,1025,371,1456468,53932,72587,74518,89913,108958,98490,83055,109888,113414,131152,122103,111177,91802,61567,51083,39612,25281,12193,4324,1020,399,1450062,48770,70922,75106,82038,107097,102278,82132,103735,113951,126916,124383,109439,97629,66155,53570,39971,26441,13230,4787,1088,424,1441611,45349,68716,75021,77383,103128,103344,84397,96792,114283,121884,126905,108859,102259,69865,54408,40139,28532,14104,4994,1072,177,1431050,42499,64478,74173,76684,96222,102397,87822,89595,114453,118287,127993,109886,103591,73741,55443,40626,31601,15081,5215,1090,173,1419237,38916,60863,73025,74500,90809,100096,89946,84129,114258,113001,126979,113695,105142,79590,55796,43332,31943,16242,5616,1152,207
"Gwangju","Male (Person)",697904,18954,30115,37383,38042,45798,51370,48170,41731,56136,55314,63276,56932,50887,39041,25246,19367,12834,5621,1435,229,23,697557,18913,29956,37385,37945,45544,51229,48260,41629,55973,55216,63189,57110,50901,39253,25199,19634,12862,5661,1444,231,23,697079,18810,29712,37363,37875,45274,51143,48418,41583,55626,55192,63208,57128,50909,39508,25338,19659,12922,5672,1475,240,24,725606,37452,40844,57241,62773,50772,52316,58161,62284,66526,59552,55418,37628,29279,22438,16705,9559,4483,1677,395,72,31,728406,36941,40661,53778,62348,53296,48491,58681,60753,67184,60018,56712,40239,30084,22658,18868,10487,4798,1837,469,69,34,730216,36607,39416,51039,61471,55514,46054,59004,58594,66446,61744,57858,43560,30235,24177,19216,11484,5143,2011,533,79,31,731339,36126,38836,47952,59834,57857,44750,56645,57596,66640,62865,57828,47055,31064,25677,19550,12340,5732,2271,601,89,31,729662,35084,39126,43561,58848,59137,44288,53333,57632,64355,64186,56972,50181,33436,26931,19980,12912,6511,2414,634,108,33,728137,33565,39051,41016,56428,59840,45509,49835,57412,61918,65235,57426,52701,35778,27279,20395,14133,7132,2635,692,118,39,725295,31457,38524,40675,52861,59217,47472,45956,57486,59995,65708,57749,53820,38108,27947,20541,16135,7855,2849,761,141,38,722581,29822,37851,39243,49939,58402,49328,43428,57638,57416,65036,59363,54913,41123,28020,21830,16437,8656,3122,795,178,41,720740,27667,37417,38554,46824,56759,51634,42471,55341,56288,65095,60586,54867,44279,28800,23162,16819,9439,3532,983,174,49,717348,24890,36597,38821,42637,55882,53453,42300,52569,56542,63003,61859,54001,47117,30934,24252,17182,9996,3999,1077,182,55,713015,23167,35349,38702,40155,53585,54196,43660,49123,56720,60663,62819,54164,49124,32901,24521,17495,10961,4372,1147,169,22,707299,21691,33091,38292,39844,49981,53600,45666,45505,57040,58689,63501,54465,49840,34760,25062,17611,12425,4830,1210,180,16,700896,19774,31254,37652,38536,47412,52312,47060,42787,57047,56188,62953,56114,50786,37557,25104,18808,12653,5366,1322,194,17
"Gwangju","Female (Person)",715702,18341,28548,35229,35574,41891,47098,43585,40187,55865,56252,64310,58464,53993,43760,30942,25314,19277,11328,4531,1035,178,715429,18225,28400,35241,35551,41670,47054,43692,40068,55617,56257,64164,58600,54011,44015,30813,25596,19359,11323,4565,1033,175,714984,18150,28230,35229,35477,41547,46957,43695,40040,55202,56247,64106,58656,54016,44252,30903,25697,19434,11341,4606,1030,169,737858,35011,37506,53033,57115,47178,50777,58554,62670,66883,58888,57383,39698,32111,25357,22133,15850,10171,4926,1916,467,231,740810,34793,37249,49716,57037,48770,47025,58625,61249,67618,59660,58412,42349,32795,25739,24153,16833,10662,5263,2122,507,233,742694,34282,36670,46918,56645,50352,44470,58811,58436,67134,61829,59018,45765,33164,27249,24339,17688,11261,5470,2390,564,239,744545,33934,36260,44147,55738,51778,43155,55608,57971,67304,63281,58439,49514,33885,29018,24479,18573,11982,6247,2385,578,269,742537,32919,36571,40131,54465,53285,41976,52061,58010,65123,64385,57506,52707,36532,30449,24475,19122,12601,6820,2477,641,281,741077,31800,36541,37800,52360,53494,42559,48078,58070,62517,66283,57194,55593,38639,31172,24370,20396,13395,7208,2585,707,316,738475,29816,36076,37387,48884,53167,43754,44247,57833,60749,66752,58044,56322,40849,31771,24716,22352,14243,7609,2807,790,307,736755,28149,35455,36601,46104,52893,45120,41674,57680,57830,66109,60094,56914,44025,32113,26187,22546,15107,8035,2942,847,330,735728,26265,35170,35964,43089,52199,46856,40584,54547,57126,66057,61517,56310,47523,32767,27921,22793,15842,8661,3341,846,350,732714,23880,34325,36285,39401,51215,48825,39832,51166,57409,63913,62524,55438,50512,35221,29318,22789,16445,9231,3710,906,369,728596,22182,33367,36319,37228,49543,49148,40737,47669,57563,61221,64086,54695,53135,36964,29887,22644,17571,9732,3847,903,155,723751,20808,31387,35881,36840,46241,48797,42156,44090,57413,59598,64492,55421,53751,38981,30381,23015,19176,10251,4005,910,157,718341,19142,29609,35373,35964,43397,47784,42886,41342,57211,56813,64026,57581,54356,42033,30692,24524,19290,10876,4294,958,190
"Daejeon","Population (Person)",1440558,38623,55206,67093,69589,89776,106776,101320,87744,108171,108082,127037,117552,111880,92070,59599,42554,32130,17625,6194,1319,218,1439889,38526,54848,67059,69416,89411,106555,101562,87673,107694,108018,126748,117769,111918,92306,59830,42905,32225,17680,6195,1334,217,1439926,38518,54522,67004,69225,89267,106386,101777,87801,107189,108048,126404,117991,111808,92842,60157,43135,32283,17773,6234,1342,220,1515603,74384,77818,102637,115211,103245,108621,122012,130772,142060,124878,126517,90511,61197,46838,38075,26479,14614,6746,2221,553,214,1524583,74414,77850,96823,114005,106841,102604,123205,127506,142919,123937,129655,96883,64962,46849,41868,28060,15660,7247,2454,616,225,1532811,74283,77106,92264,112257,109715,99036,123890,122063,142067,129923,129220,103534,66802,49748,42739,29917,16789,7765,2806,652,235,1531809,73475,75187,87391,108805,112073,97958,118340,119356,138616,132984,128185,109463,71647,52731,43260,31666,18261,8452,3012,687,260,1518775,70857,74192,79698,105266,113564,97185,111031,117689,132671,134337,124085,114579,78093,56188,43897,32239,19856,9149,3192,726,281,1514370,68212,73864,75562,100354,113205,99591,104843,118036,126340,137925,119089,120022,85759,57891,43716,34059,21527,9957,3309,801,308,1502227,63201,72017,74377,93628,111614,102359,97950,117334,121231,137474,117357,121940,91078,60966,43704,37540,22849,10753,3672,869,314,1489936,58676,69821,72206,88331,109641,104314,93374,115666,114558,135094,122193,120790,96742,62413,46300,38456,24428,11626,3995,993,319,1474870,53424,68405,70004,83175,106272,106357,91275,109205,111289,131192,124790,119079,101712,66595,48720,38793,26164,12689,4350,1047,333,1463882,47684,66845,69920,76516,103801,108687,90912,103176,110807,126409,126433,115488,106420,72733,51961,39359,26676,13843,4773,1068,371,1452251,43471,64077,69695,72480,100236,109161,93164,96505,110877,120141,129577,110440,111220,79294,53290,39100,28193,15006,5086,1069,169,1446072,41613,60620,68551,71737,94883,109004,96636,91355,110736,115918,130062,109198,113096,84159,56095,39034,30932,15709,5414,1139,181,1442216,39731,56996,67343,70493,91081,108147,99622,88343,110187,109944,128531,114727,112315,89711,57611,41529,31708,16865,5855,1266,211
"Daejeon","Male (Person)",718295,19874,28413,34509,35918,46272,56470,54178,46029,54484,53630,63575,58316,54757,44211,27925,19084,12878,5857,1623,255,37,717887,19863,28216,34489,35794,46058,56374,54277,46042,54199,53635,63453,58372,54803,44309,28020,19242,12926,5899,1621,259,36,717878,19895,28022,34489,35672,45916,56309,54334,46197,53925,53675,63288,58512,54755,44557,28179,19311,12974,5936,1643,253,36,759188,38302,40402,53450,61306,54648,55649,61025,65560,70718,63155,63168,45301,30372,22112,16712,10109,4594,1887,564,110,44,763671,38500,40152,50574,60481,56770,52801,61826,63640,71521,62288,64719,48508,32237,22317,18528,11005,4990,1998,626,140,50,767309,38217,39813,48086,59173,58273,51547,62177,61072,71193,64873,64509,51740,33189,23956,19010,11942,5458,2191,700,137,53,766497,37807,38763,45410,57158,59506,51446,59738,59542,69592,66150,64113,54575,35419,25561,19421,12852,6164,2331,729,162,58,759778,36413,38165,41441,54943,60145,51720,56578,58742,66263,67145,62117,56889,38426,27267,19865,13245,6877,2537,755,183,62,757289,35130,38014,39269,52253,59816,53029,53943,59062,62877,68570,60078,59388,42202,28049,20021,14222,7561,2750,789,193,73,750969,32577,37093,38462,48871,58513,54685,50764,59030,60090,68739,58755,60290,44883,29543,20206,15908,8310,3088,890,193,79,744338,30254,35885,37390,45988,57133,55805,48932,58253,57029,67523,60914,59682,47514,30314,21592,16362,9060,3447,978,210,73,736607,27433,35167,36155,43283,55119,56940,48257,55364,55311,65777,62068,59119,49878,32179,22852,16630,9885,3871,1027,211,81,730699,24459,34363,35986,39791,53409,58012,48685,52608,55103,63135,63265,57373,52042,35018,24410,17099,10173,4312,1151,216,89,724626,22336,32959,35910,37617,51291,58373,49772,49606,55330,59742,64614,55353,54238,38168,24975,17164,10987,4760,1202,203,26,721245,21370,31167,35400,37135,48714,58112,51647,47251,55496,57308,65152,54422,55107,40476,26345,17267,12211,5090,1343,206,26,719292,20448,29342,34699,36528,46743,57447,53220,46155,55291,54625,64298,57036,54755,43111,27108,18569,12583,5549,1510,243,32
"Daejeon","Female (Person)",722263,18749,26793,32584,33671,43504,50306,47142,41715,53687,54452,63462,59236,57123,47859,31674,23470,19252,11768,4571,1064,181,722002,18663,26632,32570,33622,43353,50181,47285,41631,53495,54383,63295,59397,57115,47997,31810,23663,19299,11781,4574,1075,181,722048,18623,26500,32515,33553,43351,50077,47443,41604,53264,54373,63116,59479,57053,48285,31978,23824,19309,11837,4591,1089,184,756415,36082,37416,49187,53905,48597,52972,60987,65212,71342,61723,63349,45210,30825,24726,21363,16370,10020,4859,1657,443,170,760912,35914,37698,46249,53524,50071,49803,61379,63866,71398,61649,64936,48375,32725,24532,23340,17055,10670,5249,1828,476,175,765502,36066,37293,44178,53084,51442,47489,61713,60991,70874,65050,64711,51794,33613,25792,23729,17975,11331,5574,2106,515,182,765312,35668,36424,41981,51647,52567,46512,58602,59814,69024,66834,64072,54888,36228,27170,23839,18814,12097,6121,2283,525,202,758997,34444,36027,38257,50323,53419,45465,54453,58947,66408,67192,61968,57690,39667,28921,24032,18994,12979,6612,2437,543,219,757081,33082,35850,36293,48101,53389,46562,50900,58974,63463,69355,59011,60634,43557,29842,23695,19837,13966,7207,2520,608,235,751258,30624,34924,35915,44757,53101,47674,47186,58304,61141,68735,58602,61650,46195,31423,23498,21632,14539,7665,2782,676,235,745598,28422,33936,34816,42343,52508,48509,44442,57413,57529,67571,61279,61108,49228,32099,24708,22094,15368,8179,3017,783,246,738263,25991,33238,33849,39892,51153,49417,43018,53841,55978,65415,62722,59960,51834,34416,25868,22163,16279,8818,3323,836,252,733183,23225,32482,33934,36725,50392,50675,42227,50568,55704,63274,63168,58115,54378,37715,27551,22260,16503,9531,3622,852,282,727625,21135,31118,33785,34863,48945,50788,43392,46899,55547,60399,64963,55087,56982,41126,28315,21936,17206,10246,3884,866,143,724827,20243,29453,33151,34602,46169,50892,44989,44104,55240,58610,64910,54776,57989,43683,29750,21767,18721,10619,4071,933,155,722924,19283,27654,32644,33965,44338,50700,46402,42188,54896,55319,64233,57691,57560,46600,30503,22960,19125,11316,4345,1023,179
